Completed,Worker_Used,Compartment,Country
1,,6,Japan
1,83.0,5,USA
1,90.0,10,Germany
1,68.0,5,Japan
1,55.0,6,Japan
0,51.0,10,Japan
1,64.0,10,USA
1,66.0,7,USA
1,65.0,8,India
1,77.0,5,India
0,70.0,7,India
1,57.0,10,Germany
1,59.0,6,USA
0,59.0,9,Japan
1,,7,Brazil
1,,7,Brazil
1,58.0,9,India
1,77.0,10,Germany
0,73.0,7,India
1,68.0,5,Brazil
1,82.0,10,Germany
1,53.0,5,USA
1,,5,Japan
0,91.0,7,USA
0,,10,Japan
1,67.0,7,Brazil
1,72.0,7,Brazil
1,69.0,10,Brazil
0,55.0,10,Japan
1,,10,USA
1,91.0,10,India
1,51.0,6,USA
0,79.0,10,Germany
1,,9,India
1,76.0,10,USA
1,91.0,7,Germany
1,83.0,9,Germany
1,,8,Brazil
1,73.0,5,USA
1,,6,USA
0,66.0,9,Brazil
1,78.0,5,Japan
0,85.0,6,Germany
1,99.0,10,Japan
1,,5,Germany
1,80.0,7,Germany
1,98.0,7,Brazil
0,58.0,10,USA
1,68.0,5,India
1,95.0,10,Japan
0,95.0,10,USA
1,66.0,6,Japan
0,51.0,5,Germany
1,89.0,8,USA
1,54.0,10,Japan
0,88.0,6,USA
1,,6,India
0,65.0,5,Germany
0,,9,Japan
0,76.0,10,India
1,,10,USA
1,57.0,5,Brazil
1,57.0,9,Japan
0,72.0,6,Brazil
0,81.0,7,USA
1,92.0,10,Brazil
1,,7,Japan
1,67.0,10,India
0,87.0,5,Brazil
1,61.0,10,Japan
1,64.0,9,Brazil
1,77.0,10,Japan
1,87.0,5,Japan
0,99.0,8,USA
1,80.0,5,Germany
1,58.0,5,Japan
1,57.0,5,Brazil
1,95.0,5,India
1,68.0,9,India
1,100.0,10,Japan
0,57.0,9,USA
1,,9,Germany
1,53.0,8,USA
1,,8,Germany
1,87.0,10,India
0,52.0,10,India
1,84.0,5,USA
1,68.0,9,Germany
0,92.0,8,USA
1,,7,USA
0,59.0,5,Japan
1,61.0,6,USA
1,95.0,9,USA
1,79.0,5,Brazil
1,,10,USA
1,67.0,5,India
1,73.0,6,Japan
1,,10,USA
1,,7,India
1,96.0,8,Japan
0,73.0,8,Germany
1,75.0,6,Germany
0,52.0,6,India
1,72.0,8,USA
1,60.0,7,USA
1,59.0,7,Germany
1,99.0,5,Germany
1,85.0,6,India
1,,6,India
0,78.0,6,Japan
0,87.0,10,USA
0,62.0,8,Brazil
1,,8,Japan
0,,8,India
1,54.0,7,Germany
1,69.0,8,Japan
0,63.0,5,Brazil
1,94.0,10,USA
1,63.0,8,India
0,57.0,10,India
1,,10,Germany
1,62.0,7,India
1,73.0,6,Germany
1,,10,India
1,,5,Brazil
1,50.0,7,Brazil
0,71.0,9,India
1,83.0,10,Japan
1,99.0,10,India
0,,6,India
1,89.0,8,Germany
1,,7,Germany
1,75.0,9,Japan
1,63.0,7,Germany
1,90.0,8,Brazil
1,57.0,7,Japan
1,98.0,9,USA
1,65.0,7,USA
1,91.0,5,Brazil
1,70.0,5,Brazil
1,,8,Germany
1,74.0,9,India
1,87.0,9,Japan
1,,9,Japan
0,98.0,9,India
1,,9,USA
1,96.0,6,Japan
0,95.0,7,USA
1,53.0,10,Germany
1,53.0,9,Germany
1,79.0,10,Germany
0,51.0,5,Japan
1,,10,Germany
1,92.0,10,Japan
0,,7,Japan
1,70.0,10,Brazil
1,70.0,8,Japan
0,97.0,8,Brazil
1,,9,Germany
1,,6,India
1,,6,Germany
0,75.0,7,India
0,,6,USA
0,51.0,10,Japan
1,,8,USA
1,,9,Germany
0,67.0,5,India
0,,10,Brazil
1,97.0,8,Germany
1,91.0,8,Brazil
1,,7,Germany
1,60.0,10,India
1,74.0,6,Brazil
0,,5,Germany
1,,5,USA
1,91.0,6,USA
1,,9,USA
1,87.0,6,India
0,52.0,9,India
0,,5,Brazil
1,84.0,10,Germany
0,99.0,7,Japan
0,89.0,8,USA
0,71.0,10,Brazil
0,57.0,5,Germany
1,,5,Brazil
0,94.0,5,Japan
1,56.0,8,Japan
1,68.0,9,USA
1,89.0,7,Brazil
0,91.0,10,Japan
1,66.0,10,India
0,50.0,7,Japan
1,94.0,7,USA
1,78.0,9,Germany
1,62.0,10,India
1,97.0,6,USA
1,78.0,6,India
1,,7,Japan
1,91.0,5,USA
1,55.0,5,Japan
1,54.0,8,Japan
1,83.0,6,India
1,,5,India
1,58.0,7,Germany
1,,8,Brazil
1,,6,USA
0,90.0,8,Brazil
1,58.0,5,USA
0,57.0,7,Germany
1,93.0,7,Japan
0,89.0,7,USA
0,,5,Brazil
1,,9,Germany
1,68.0,10,Germany
0,,10,Germany
1,81.0,7,USA
0,98.0,10,Japan
0,65.0,9,Japan
1,85.0,7,USA
1,67.0,9,Germany
0,,6,USA
1,79.0,10,Germany
0,51.0,6,India
1,,7,India
1,76.0,8,India
1,,8,Brazil
1,,5,Brazil
1,64.0,6,Japan
1,69.0,6,USA
0,54.0,8,Brazil
1,,7,Japan
1,67.0,5,USA
0,,6,Japan
0,81.0,5,Brazil
1,99.0,6,India
1,76.0,9,USA
0,75.0,9,Brazil
0,86.0,5,Brazil
1,94.0,8,USA
1,77.0,8,Brazil
1,99.0,6,Brazil
1,51.0,10,Germany
0,69.0,9,India
1,53.0,9,USA
1,,5,India
1,,10,Brazil
0,97.0,5,Japan
1,87.0,8,USA
1,89.0,8,Brazil
1,97.0,10,Brazil
1,94.0,10,Germany
0,78.0,8,Brazil
1,85.0,7,Germany
1,,9,USA
1,90.0,9,India
1,67.0,5,India
1,98.0,9,India
1,57.0,5,Germany
1,,10,Germany
0,,10,Brazil
1,66.0,7,Germany
1,,10,Germany
1,,8,India
1,55.0,7,Japan
1,78.0,8,USA
1,76.0,8,Germany
1,,5,Brazil
1,98.0,8,Brazil
1,83.0,7,Germany
0,67.0,6,Japan
0,91.0,10,USA
1,59.0,5,India
0,87.0,10,USA
0,93.0,8,India
1,,8,Japan
1,62.0,9,Japan
1,,5,Brazil
1,,5,Japan
1,,7,India
1,51.0,6,USA
0,83.0,7,Germany
1,80.0,7,Japan
1,72.0,7,Japan
1,56.0,6,Japan
1,87.0,7,India
1,82.0,10,Japan
0,61.0,5,Brazil
1,94.0,6,Japan
1,,8,USA
1,68.0,9,Germany
0,58.0,9,Brazil
1,,10,Germany
1,66.0,5,Germany
0,99.0,9,Germany
1,89.0,10,USA
1,88.0,10,Japan
1,,9,Germany
1,59.0,9,Japan
1,,10,USA
1,64.0,10,India
1,80.0,8,India
0,,9,India
1,77.0,7,Japan
0,,10,USA
0,85.0,5,India
1,,5,USA
1,93.0,10,USA
1,83.0,5,Brazil
1,96.0,8,Brazil
1,66.0,8,Brazil
0,88.0,10,Brazil
1,87.0,9,Brazil
1,93.0,7,India
1,100.0,9,USA
1,82.0,5,Brazil
1,70.0,7,Brazil
1,75.0,5,USA
0,,7,Japan
1,85.0,10,Germany
1,54.0,6,Brazil
1,,8,Japan
0,50.0,8,USA
1,55.0,10,USA
0,86.0,5,Brazil
1,,5,Japan
1,,6,USA
0,75.0,9,Japan
1,90.0,7,Germany
0,100.0,10,Germany
1,96.0,6,Japan
1,62.0,10,Japan
0,61.0,6,USA
0,54.0,5,Japan
1,51.0,5,Germany
0,53.0,9,Brazil
0,,10,USA
1,99.0,10,Germany
1,59.0,9,Germany
1,62.0,5,Germany
0,93.0,8,Germany
0,51.0,9,USA
0,,6,India
0,64.0,5,USA
1,95.0,10,USA
1,59.0,10,Brazil
0,71.0,7,USA
1,89.0,7,India
1,74.0,8,Germany
1,64.0,10,Germany
1,62.0,5,Japan
1,57.0,10,USA
0,70.0,10,Brazil
0,70.0,6,Germany
1,71.0,8,Japan
0,,6,Japan
1,82.0,7,Germany
1,94.0,6,India
1,76.0,7,Japan
1,89.0,9,India
1,99.0,7,India
1,71.0,10,USA
1,79.0,7,Japan
0,58.0,10,USA
1,,8,USA
0,84.0,10,Germany
1,67.0,10,Brazil
1,91.0,10,USA
1,54.0,8,Germany
1,76.0,5,Germany
1,55.0,5,USA
1,,7,Germany
0,57.0,9,USA
1,88.0,5,Germany
1,70.0,7,Germany
1,67.0,8,India
1,63.0,5,Brazil
0,64.0,5,USA
1,91.0,10,India
1,75.0,10,Germany
1,93.0,7,India
0,,10,Germany
1,,7,India
1,77.0,6,Brazil
0,88.0,6,India
1,92.0,9,India
1,81.0,5,Japan
1,62.0,6,USA
1,64.0,7,Japan
1,67.0,10,USA
1,,10,Germany
1,55.0,5,Japan
0,,6,India
0,81.0,9,Germany
1,89.0,9,Japan
1,,9,India
0,82.0,9,Germany
1,,10,USA
1,57.0,10,Brazil
0,100.0,10,Brazil
1,,7,USA
0,54.0,9,USA
1,84.0,8,Germany
1,96.0,10,Germany
1,63.0,9,USA
0,70.0,6,Brazil
1,96.0,5,Brazil
1,73.0,10,India
1,66.0,10,USA
0,67.0,6,Germany
1,83.0,5,Japan
1,61.0,7,Japan
1,65.0,10,USA
1,53.0,5,India
1,74.0,8,India
1,83.0,10,India
0,,9,Japan
1,95.0,6,India
0,60.0,5,Germany
1,62.0,6,India
0,,9,USA
1,,7,USA
0,88.0,9,Germany
1,59.0,7,Germany
1,73.0,6,Brazil
0,50.0,7,USA
0,74.0,10,Brazil
0,77.0,7,Germany
1,85.0,7,USA
1,67.0,10,Japan
1,55.0,7,USA
0,51.0,10,Japan
1,52.0,10,USA
1,,7,India
1,57.0,10,USA
1,80.0,5,Japan
0,97.0,7,USA
0,68.0,7,India
0,,9,India
0,55.0,9,USA
0,63.0,9,USA
0,52.0,7,Japan
1,97.0,9,Brazil
1,50.0,5,Germany
1,93.0,6,India
1,79.0,9,Japan
1,,10,Japan
0,,9,Brazil
1,,5,Japan
0,58.0,10,India
1,,10,Japan
1,95.0,10,USA
1,,10,India
0,99.0,8,Brazil
0,90.0,8,India
1,,10,Germany
0,58.0,10,USA
1,53.0,10,Japan
1,,5,Japan
1,98.0,9,Germany
1,61.0,6,USA
1,55.0,10,India
0,,9,India
1,89.0,5,India
1,70.0,5,Brazil
1,,10,USA
0,52.0,7,Brazil
1,51.0,5,India
1,90.0,7,Brazil
1,89.0,5,USA
1,53.0,7,USA
0,81.0,7,India
1,51.0,10,Brazil
1,95.0,10,India
1,78.0,9,India
1,51.0,7,USA
0,83.0,8,India
1,76.0,5,India
1,88.0,10,India
1,93.0,6,India
1,87.0,5,Germany
1,67.0,9,India
1,85.0,9,Japan
0,68.0,7,Brazil
1,76.0,9,Japan
1,94.0,10,Japan
1,69.0,9,Brazil
1,70.0,5,Germany
1,72.0,8,USA
1,79.0,8,India
1,,7,USA
0,80.0,9,USA
1,,9,Brazil
0,,8,Japan
1,57.0,7,Germany
0,68.0,9,USA
1,90.0,7,Germany
1,75.0,10,Japan
1,,5,Germany
1,53.0,10,Brazil
1,80.0,9,Japan
0,,9,Germany
1,100.0,9,USA
1,59.0,8,Japan
0,87.0,8,USA
1,97.0,9,Japan
1,59.0,9,Brazil
1,94.0,5,USA
0,58.0,5,USA
1,,7,India
0,85.0,7,USA
0,,8,Germany
1,85.0,6,Germany
1,68.0,5,Brazil
1,68.0,7,Brazil
0,,5,USA
1,62.0,5,Japan
1,,10,Germany
1,85.0,6,India
1,74.0,5,Germany
0,77.0,10,Germany
1,,6,India
1,88.0,10,USA
0,79.0,10,Germany
0,54.0,6,India
0,66.0,5,India
0,,5,India
1,92.0,7,Brazil
1,96.0,5,Japan
0,70.0,5,Germany
0,71.0,5,Germany
1,,7,USA
1,99.0,6,Germany
1,,7,Japan
1,99.0,5,Germany
1,65.0,9,USA
0,51.0,5,Germany
0,100.0,7,USA
1,,10,India
1,,10,USA
1,,7,USA
1,,8,Brazil
1,97.0,10,India
0,72.0,9,Japan
1,50.0,7,Japan
0,68.0,10,Japan
0,95.0,10,Germany
1,52.0,6,Germany
1,51.0,5,Japan
1,86.0,10,USA
1,66.0,10,Germany
0,77.0,6,USA
0,67.0,7,Germany
1,82.0,7,Brazil
1,64.0,6,USA
1,,6,Germany
1,90.0,8,Japan
1,76.0,5,Japan
1,86.0,6,Japan
0,81.0,5,USA
1,94.0,10,Japan
1,68.0,9,India
0,,7,USA
1,77.0,6,USA
1,59.0,9,Brazil
1,,7,Germany
0,74.0,8,USA
1,70.0,7,Germany
0,,6,Germany
1,71.0,9,USA
0,75.0,9,Germany
0,93.0,9,Germany
1,60.0,7,USA
1,56.0,5,Germany
0,,5,India
0,67.0,7,India
1,56.0,6,USA
1,69.0,7,Brazil
1,87.0,5,India
0,,7,India
1,93.0,9,Germany
0,65.0,6,India
0,,6,Brazil
1,76.0,8,USA
1,100.0,7,India
1,60.0,10,India
1,65.0,10,USA
1,,10,Japan
1,61.0,9,Germany
1,89.0,10,Germany
0,52.0,7,Germany
0,51.0,8,Japan
1,87.0,8,Japan
1,97.0,7,Brazil
0,73.0,10,Japan
1,78.0,7,USA
0,96.0,7,Germany
1,,5,Brazil
0,83.0,8,Japan
1,69.0,6,India
1,67.0,10,Germany
0,63.0,10,Japan
1,,5,USA
1,51.0,9,Germany
1,50.0,6,India
1,69.0,6,Japan
1,83.0,6,USA
0,90.0,8,India
1,90.0,9,USA
0,97.0,5,Germany
0,60.0,9,Brazil
0,76.0,10,USA
1,72.0,5,India
1,87.0,8,India
0,93.0,10,Germany
0,52.0,9,Japan
1,61.0,6,Germany
0,79.0,9,USA
0,80.0,10,India
0,72.0,8,USA
1,50.0,8,Germany
1,,8,Japan
1,,5,Japan
1,55.0,9,India
1,60.0,6,India
1,84.0,6,India
1,53.0,7,India
1,78.0,8,USA
0,59.0,10,Japan
0,100.0,6,USA
1,78.0,8,Brazil
1,87.0,6,USA
1,50.0,9,Brazil
1,89.0,7,India
1,57.0,8,India
0,87.0,5,Japan
1,66.0,5,USA
1,68.0,6,Japan
1,82.0,9,USA
1,64.0,10,Brazil
1,94.0,8,India
0,80.0,7,India
1,70.0,9,USA
0,,6,Germany
1,51.0,9,India
1,84.0,7,USA
1,90.0,9,Brazil
1,65.0,8,India
1,94.0,6,Germany
1,100.0,7,Japan
1,99.0,6,India
1,70.0,10,Japan
1,61.0,8,Japan
1,77.0,7,USA
0,61.0,10,USA
1,,10,India
1,69.0,10,Germany
0,89.0,7,India
0,98.0,6,Japan
0,70.0,9,Brazil
1,88.0,9,Brazil
1,90.0,10,India
1,98.0,5,USA
0,91.0,5,Japan
1,85.0,7,USA
0,71.0,6,Germany
1,75.0,7,Japan
1,,6,India
0,56.0,8,USA
1,57.0,5,USA
0,75.0,7,Japan
1,73.0,8,Brazil
1,,9,Germany
1,89.0,5,USA
0,97.0,6,Brazil
0,61.0,10,Germany
1,96.0,9,India
0,57.0,9,Japan
1,58.0,8,USA
1,,7,Japan
0,70.0,10,Brazil
0,80.0,7,Germany
1,97.0,8,USA
1,96.0,9,Japan
1,73.0,5,USA
1,53.0,9,Japan
1,69.0,8,Brazil
0,,9,Brazil
1,,10,USA
1,,9,USA
0,75.0,9,Germany
0,,9,Brazil
0,54.0,5,USA
0,60.0,6,USA
1,78.0,6,India
1,94.0,7,Japan
0,64.0,6,Germany
1,55.0,6,USA
1,97.0,6,Japan
1,64.0,9,India
1,92.0,9,Japan
0,69.0,10,Germany
1,83.0,5,USA
1,51.0,9,India
0,93.0,9,Brazil
0,65.0,6,Germany
0,68.0,5,Germany
0,83.0,5,Japan
1,98.0,6,Japan
1,63.0,6,Germany
1,73.0,5,Japan
1,,8,Brazil
1,97.0,6,Japan
1,81.0,6,USA
1,,5,India
0,,8,USA
1,98.0,10,USA
1,94.0,8,Japan
0,97.0,7,Japan
1,58.0,8,Brazil
1,73.0,6,USA
1,85.0,9,Germany
1,78.0,5,Brazil
1,78.0,10,USA
1,97.0,6,USA
1,72.0,10,Japan
1,76.0,5,Brazil
1,80.0,10,Japan
1,92.0,8,USA
1,56.0,5,Japan
1,98.0,6,Brazil
1,94.0,9,India
0,53.0,6,Germany
0,63.0,7,India
0,91.0,5,India
1,91.0,6,India
0,59.0,8,India
0,93.0,8,USA
1,83.0,10,Japan
1,75.0,6,India
1,72.0,10,Germany
0,58.0,7,USA
1,,5,Germany
1,57.0,7,India
1,,9,India
1,56.0,10,Japan
1,,6,India
0,58.0,10,India
0,,7,Brazil
0,63.0,9,Germany
1,66.0,7,Japan
1,,9,India
1,93.0,8,USA
0,71.0,8,USA
1,95.0,6,USA
1,75.0,7,India
1,77.0,8,Japan
1,94.0,10,Japan
0,63.0,5,USA
1,58.0,10,USA
1,100.0,8,Brazil
0,75.0,8,USA
0,51.0,7,Japan
1,,9,Germany
1,66.0,5,USA
1,83.0,5,Brazil
0,68.0,9,Brazil
1,,7,USA
1,67.0,8,Germany
1,62.0,9,USA
1,54.0,5,USA
0,99.0,5,Japan
1,72.0,8,Japan
1,,8,India
1,78.0,6,India
1,97.0,10,USA
1,96.0,9,India
1,57.0,8,India
1,75.0,6,Japan
1,,7,Brazil
1,50.0,5,India
1,77.0,9,Japan
1,98.0,10,Brazil
1,96.0,7,Japan
0,,9,Japan
1,63.0,9,USA
0,91.0,8,Brazil
1,83.0,6,Germany
1,80.0,9,Japan
1,55.0,10,Japan
1,98.0,7,Japan
1,54.0,10,India
1,80.0,9,Japan
0,86.0,10,USA
1,64.0,10,Brazil
0,,6,India
1,92.0,5,Brazil
1,54.0,9,USA
1,77.0,7,Japan
0,82.0,5,India
0,60.0,10,USA
1,92.0,5,India
1,55.0,8,Germany
1,,8,Japan
1,89.0,9,Japan
1,51.0,7,Japan
0,64.0,8,Japan
1,72.0,10,Germany
1,71.0,6,India
0,58.0,6,USA
1,,10,Japan
0,89.0,5,USA
1,79.0,10,Japan
0,65.0,5,Japan
1,95.0,5,India
0,,6,Japan
1,79.0,8,USA
1,94.0,10,Japan
1,58.0,8,India
1,,9,USA
1,87.0,7,USA
0,,6,Japan
1,67.0,5,USA
0,76.0,7,USA
1,67.0,5,Germany
1,81.0,7,USA
1,98.0,7,Germany
1,81.0,8,Japan
0,97.0,9,Germany
0,94.0,9,USA
0,85.0,5,USA
1,85.0,6,Japan
0,70.0,9,Brazil
0,,6,Japan
1,81.0,5,Japan
1,80.0,6,India
1,86.0,7,Germany
1,65.0,7,Germany
0,,5,Germany
1,95.0,6,Germany
1,63.0,6,USA
0,73.0,5,Japan
0,,9,Germany
1,,8,Brazil
1,,9,Brazil
0,84.0,10,Brazil
1,66.0,8,Germany
1,,6,Brazil
1,91.0,8,India
1,94.0,8,Brazil
1,53.0,6,Japan
1,60.0,7,India
1,96.0,8,Germany
1,64.0,5,Germany
1,,9,Germany
1,73.0,6,Brazil
1,51.0,6,Germany
1,92.0,8,Germany
0,,7,Brazil
1,72.0,7,Germany
1,80.0,9,Brazil
1,86.0,9,India
0,62.0,7,Germany
1,82.0,10,Germany
1,,7,Japan
0,81.0,7,Brazil
1,56.0,8,Brazil
0,91.0,5,USA
0,87.0,9,USA
1,93.0,10,USA
1,62.0,10,India
1,,6,USA
0,77.0,7,Germany
1,81.0,7,India
0,,5,Japan
0,67.0,7,Germany
0,,9,India
1,97.0,10,Japan
1,83.0,7,Japan
1,100.0,5,India
1,87.0,8,Japan
0,,9,Japan
1,92.0,8,Brazil
1,99.0,6,Japan
1,91.0,5,India
0,80.0,6,Japan
1,99.0,6,Japan
1,,10,Germany
1,100.0,6,USA
1,65.0,6,India
0,88.0,5,USA
1,,8,USA
0,82.0,7,India
1,,6,Germany
1,90.0,10,India
0,83.0,7,Japan
1,,10,USA
1,,7,USA
0,91.0,6,Germany
1,55.0,9,USA
0,,7,USA
1,54.0,9,USA
1,89.0,8,India
1,89.0,7,Japan
1,,5,India
1,,10,Japan
1,61.0,8,Germany
0,56.0,8,USA
1,94.0,9,Germany
1,62.0,6,Brazil
0,98.0,10,Brazil
1,,5,Germany
1,99.0,5,Japan
1,91.0,9,Brazil
0,52.0,9,India
0,61.0,8,Japan
0,50.0,9,USA
1,76.0,6,USA
0,92.0,8,India
1,99.0,8,India
0,62.0,8,Japan
1,66.0,5,Germany
1,57.0,10,Brazil
1,81.0,10,India
0,69.0,5,Germany
1,100.0,8,Germany
0,66.0,6,Japan
1,83.0,7,USA
1,84.0,8,USA
0,84.0,9,Germany
1,87.0,10,Brazil
1,91.0,7,India
0,,5,Germany
1,67.0,5,Brazil
0,99.0,7,India
1,,10,USA
1,,10,Brazil
0,,9,Japan
1,82.0,5,India
1,98.0,5,Japan
1,72.0,8,Japan
1,74.0,6,USA
1,86.0,9,USA
1,76.0,8,Japan
1,50.0,6,Brazil
1,70.0,5,Japan
1,98.0,6,Germany
1,59.0,5,Germany
1,80.0,10,Brazil
1,,8,USA
1,74.0,5,USA
1,69.0,6,India
1,51.0,8,Brazil
1,97.0,6,India
1,,6,Germany
0,77.0,7,USA
1,62.0,5,India
1,99.0,5,Brazil
1,63.0,6,Brazil
0,99.0,10,Japan
0,51.0,5,India
1,83.0,9,Germany
1,84.0,10,USA
0,86.0,10,USA
1,,10,Brazil
1,97.0,5,Germany
0,64.0,10,USA
1,61.0,10,Brazil
1,58.0,8,USA
1,80.0,5,USA
1,,10,India
1,78.0,9,India
1,97.0,10,Japan
1,,6,Brazil
0,87.0,5,USA
0,91.0,8,Brazil
1,57.0,9,India
1,97.0,7,USA
0,52.0,6,India
1,,6,Germany
0,65.0,6,Germany
1,68.0,9,Brazil
1,79.0,5,Germany
1,90.0,5,Germany
1,65.0,10,USA
0,80.0,10,Germany
1,77.0,5,Brazil
0,,10,Brazil
1,,5,Japan
0,100.0,6,USA
1,94.0,7,Japan
1,67.0,6,USA
1,,10,USA
1,81.0,7,Germany
1,79.0,7,USA
0,85.0,5,Japan
0,58.0,8,Brazil
1,,9,India
0,78.0,8,India
0,,7,USA
1,77.0,8,Brazil
1,70.0,10,Brazil
1,96.0,7,Brazil
1,51.0,6,Germany
1,95.0,10,Japan
0,84.0,6,Japan
1,77.0,10,USA
1,85.0,5,Brazil
1,80.0,10,USA
0,,9,USA
1,72.0,6,Japan
0,90.0,10,USA
0,,9,Brazil
0,95.0,5,USA
1,98.0,10,USA
1,50.0,9,Japan
1,91.0,10,Germany
1,72.0,6,India
1,,6,India
0,76.0,8,Japan
0,74.0,8,Brazil
1,81.0,10,Japan
1,68.0,8,India
1,73.0,10,Brazil
0,,10,India
0,61.0,9,USA
0,84.0,6,Germany
1,,5,India
1,66.0,7,Brazil
1,99.0,6,Japan
1,81.0,8,USA
1,,10,Japan
1,,8,India
0,56.0,9,Germany
1,54.0,8,Brazil
1,,9,Brazil
0,70.0,5,Japan
1,97.0,10,Germany
1,97.0,8,India
1,,9,Germany
1,96.0,8,Japan
1,56.0,9,Germany
1,,10,Japan
0,,10,USA
0,60.0,6,India
0,59.0,9,India
0,70.0,7,Brazil
1,90.0,5,USA
1,82.0,6,Germany
0,69.0,5,USA
1,,6,Germany
0,89.0,8,Germany
1,84.0,9,Japan
0,,8,Japan
1,85.0,5,Germany
0,76.0,10,USA
1,68.0,5,Japan
1,,6,USA
1,54.0,5,Brazil
0,78.0,9,Germany
0,59.0,5,USA
0,89.0,8,Germany
1,,10,Germany
0,78.0,9,Brazil
1,54.0,5,USA
1,,7,India
1,,7,USA
1,,10,Japan
0,89.0,8,Brazil
0,64.0,6,India
1,62.0,6,Germany
1,50.0,10,India
0,87.0,5,Japan
0,92.0,9,USA
1,,10,India
0,50.0,6,Brazil
1,,7,Germany
1,92.0,6,India
0,89.0,7,USA
0,71.0,6,USA
0,84.0,8,Brazil
1,100.0,10,Japan
1,93.0,9,Germany
1,55.0,10,Japan
1,77.0,5,India
1,80.0,7,Japan
0,57.0,6,Germany
0,54.0,5,USA
1,,7,Brazil
0,97.0,10,India
0,93.0,7,India
1,66.0,8,India
1,87.0,6,Germany
1,58.0,10,Japan
1,59.0,5,USA
0,69.0,6,Germany
1,63.0,10,USA
0,63.0,6,India
1,75.0,9,Germany
1,78.0,7,USA
0,98.0,7,USA
1,76.0,9,Germany
0,74.0,9,Japan
1,65.0,6,India
1,85.0,7,Germany
1,83.0,5,Germany
1,65.0,8,India
0,,10,Japan
1,52.0,9,India
1,72.0,5,USA
0,60.0,5,India
1,97.0,6,Japan
1,67.0,9,Japan
0,96.0,5,Germany
1,90.0,8,USA
0,93.0,5,India
1,78.0,8,USA
0,99.0,8,Germany
1,54.0,8,Japan
1,73.0,9,Japan
1,78.0,8,Japan
1,,9,Japan
1,75.0,5,Japan
1,89.0,8,Japan
0,52.0,7,Brazil
1,,5,Japan
1,74.0,10,Japan
1,68.0,7,USA
1,89.0,7,Brazil
1,51.0,6,Germany
1,68.0,9,Japan
1,50.0,6,USA
0,76.0,9,Japan
1,94.0,6,USA
1,98.0,5,India
1,84.0,7,Germany
1,90.0,5,USA
0,54.0,9,India
1,87.0,7,USA
1,53.0,7,Germany
0,66.0,9,Japan
1,70.0,5,Brazil
0,97.0,7,Germany
1,,10,Germany
0,97.0,5,Japan
1,71.0,5,USA
1,60.0,5,USA
1,83.0,7,India
1,98.0,8,Germany
1,64.0,6,India
0,,9,Japan
0,59.0,5,Brazil
1,87.0,7,Brazil
0,81.0,9,Japan
1,97.0,8,Japan
1,80.0,10,India
1,86.0,8,USA
1,93.0,7,USA
0,77.0,5,Brazil
1,80.0,8,USA
1,55.0,8,Germany
1,63.0,8,India
1,72.0,10,Japan
0,,7,Germany
1,74.0,9,Germany
1,88.0,6,USA
1,51.0,7,Brazil
0,,5,Brazil
1,90.0,7,USA
1,88.0,7,India
0,83.0,10,USA
1,100.0,6,India
1,,6,USA
1,92.0,6,Japan
1,74.0,9,USA
0,85.0,7,Germany
1,65.0,10,Germany
1,67.0,5,USA
1,62.0,6,Brazil
1,86.0,6,Brazil
1,76.0,7,India
0,,5,USA
1,60.0,10,USA
1,50.0,6,USA
1,62.0,7,USA
1,79.0,8,Germany
1,54.0,10,Japan
1,67.0,9,Germany
0,63.0,10,India
1,62.0,7,India
1,81.0,6,USA
1,56.0,10,Japan
1,57.0,5,USA
1,99.0,8,USA
1,56.0,5,USA
1,98.0,5,India
1,65.0,5,USA
1,92.0,7,Japan
1,,7,USA
1,100.0,10,USA
1,76.0,9,USA
1,82.0,8,Japan
1,78.0,10,Japan
1,57.0,5,India
0,82.0,10,USA
0,90.0,6,Germany
1,68.0,10,India
1,70.0,10,Germany
1,,5,USA
1,,10,USA
0,,8,India
1,91.0,5,Japan
1,72.0,7,Germany
1,60.0,7,Japan
1,82.0,10,India
0,69.0,10,USA
0,74.0,8,USA
1,75.0,9,India
1,89.0,5,Japan
1,61.0,8,Germany
0,81.0,10,India
0,82.0,10,Japan
1,59.0,10,India
1,53.0,10,Germany
1,,6,USA
0,100.0,10,Japan
1,55.0,10,Japan
0,76.0,6,USA
0,54.0,9,India
1,54.0,7,Japan
0,67.0,10,India
0,77.0,10,Germany
1,84.0,8,India
1,71.0,5,Japan
1,83.0,8,Germany
1,53.0,10,USA
0,67.0,9,Germany
0,,8,Japan
1,100.0,9,USA
1,75.0,9,Brazil
1,91.0,10,Brazil
0,71.0,9,India
1,96.0,8,Japan
0,82.0,6,India
1,92.0,5,USA
1,63.0,9,Japan
1,80.0,10,USA
1,59.0,7,Germany
1,100.0,9,Germany
1,73.0,8,Japan
1,70.0,9,Germany
0,97.0,7,India
1,57.0,6,Brazil
0,81.0,8,Germany
1,80.0,8,Japan
1,,10,India
1,72.0,8,USA
1,74.0,7,Brazil
0,56.0,8,Brazil
1,,6,Germany
1,56.0,5,Germany
1,96.0,5,Brazil
1,57.0,9,Brazil
1,63.0,5,USA
1,50.0,7,Germany
0,,5,Japan
0,,7,USA
1,77.0,7,Brazil
1,87.0,9,India
1,100.0,5,Japan
1,64.0,9,USA
1,,8,India
1,52.0,6,USA
0,53.0,5,Germany
0,54.0,8,Japan
1,99.0,10,Japan
1,75.0,8,India
